question	gold	predicted	correct	predicted probabilities
question 1440	2	2	1	[0.10351436 0.08263839 0.4836844  0.15958464 0.17057812]
question 1441	1	1	1	[0.02027715 0.93871284 0.00137633 0.01718232 0.02245153]
question 1442	1	1	1	[2.8754538e-04 9.6055317e-01 3.4604505e-02 3.7151389e-03 8.3956571e-04]
question 1443	3	3	1	[0.05831739 0.00740854 0.3038275  0.388414   0.24203265]
question 1444	1	1	1	[0.00690257 0.958096   0.01063179 0.01359297 0.01077664]
question 1445	1	1	1	[0.00449609 0.9631737  0.00102947 0.01349944 0.01780136]
question 1446	3	3	1	[0.17061219 0.04720777 0.01122341 0.6834837  0.08747298]
question 1447	2	2	1	[0.4187291  0.0177987  0.53031313 0.0317914  0.00136764]
question 1448	1	1	1	[6.87363446e-02 6.33417308e-01 1.81814894e-01 2.01176463e-05 1.16011284e-01]
question 1449	4	2	0	[0.00440576 0.02266022 0.83263856 0.02557914 0.11471634]
question 1450	0	0	1	[0.9365803  0.02973828 0.03114857 0.00144561 0.00108727]
question 1451	3	1	0	[0.02805382 0.6560495  0.04394068 0.19134426 0.08061165]
question 1452	3	3	1	[8.9695908e-07 7.5900188e-04 1.6835983e-01 6.1961734e-01 2.1126299e-01]
question 1453	3	3	1	[0.00921789 0.00708281 0.32346082 0.6573014  0.00293712]
question 1454	1	0	0	[0.25975308 0.18250819 0.22631869 0.10662472 0.22479536]
question 1455	1	1	1	[0.08761017 0.82456297 0.0131525  0.01965866 0.05501576]
question 1456	2	2	1	[5.4873497e-04 2.9221317e-01 5.7383758e-01 1.0874533e-01 2.4655158e-02]
question 1457	0	0	1	[9.7589070e-01 7.9730424e-05 5.4010387e-05 6.4109112e-03 1.7564809e-02]
question 1458	1	1	1	[0.04888963 0.8417152  0.00763077 0.00507242 0.09669202]
question 1459	4	4	1	[0.00740809 0.06728067 0.04286836 0.3306338  0.55180913]
question 1460	4	4	1	[0.01416432 0.0059358  0.14237751 0.1210793  0.71644306]
question 1461	2	2	1	[0.01109465 0.30182305 0.61787695 0.02258466 0.04662066]
question 1462	4	4	1	[0.00525514 0.0032756  0.08254787 0.02348581 0.8854356 ]
question 1463	4	3	0	[0.12508295 0.04807153 0.11923245 0.5171187  0.19049443]
question 1464	1	1	1	[0.2793697  0.43651953 0.10387177 0.13551535 0.04472356]
question 1465	4	4	1	[0.02311071 0.10225752 0.01797596 0.0289873  0.8276685 ]
question 1466	2	2	1	[0.29880795 0.2890514  0.37021434 0.02620175 0.01572457]
question 1467	4	1	0	[0.07887054 0.43976888 0.34776872 0.06826603 0.06532588]
question 1468	2	0	0	[0.45455545 0.08978491 0.40618026 0.03254774 0.01693172]
question 1469	1	1	1	[0.01718849 0.9402824  0.00282415 0.03695669 0.00274834]
question 1470	0	4	0	[0.2072822  0.00291612 0.25246274 0.23502722 0.3023117 ]
question 1471	2	2	1	[0.00921677 0.01663192 0.72499466 0.01325543 0.23590122]
question 1472	3	3	1	[1.0771117e-04 2.7902313e-02 1.4393704e-06 9.6942610e-01 2.5623816e-03]
question 1473	2	2	1	[2.5949420e-03 6.8166673e-02 9.2696899e-01 3.6049434e-05 2.2333390e-03]
question 1474	0	0	1	[0.39677566 0.36533698 0.12920581 0.06743509 0.04124651]
question 1475	4	4	1	[1.6490011e-01 6.2805571e-04 2.1843871e-02 4.7092144e-03 8.0791873e-01]
question 1476	2	2	1	[0.00356322 0.01696334 0.9749791  0.00101739 0.00347705]
question 1477	2	2	1	[0.04919511 0.04621399 0.7995319  0.0762869  0.02877213]
question 1478	2	2	1	[0.01359258 0.23844312 0.5691104  0.1773012  0.00155272]
question 1479	4	3	0	[0.00080442 0.00166597 0.06723095 0.7525534  0.17774528]
question 1480	0	0	1	[9.7150177e-01 4.2676381e-04 2.7293148e-02 4.6487237e-04 3.1338513e-04]
question 1481	0	1	0	[0.15813595 0.40233988 0.3800271  0.04413782 0.01535925]
question 1482	1	1	1	[0.01167808 0.9727419  0.00569241 0.00187192 0.00801576]
question 1483	2	2	1	[0.09554207 0.007891   0.8787356  0.01030157 0.00752976]
question 1484	3	3	1	[0.03021276 0.03638883 0.02964655 0.90148944 0.00226235]
question 1485	2	4	0	[0.04901022 0.25495347 0.03791955 0.04439003 0.6137268 ]
question 1486	2	2	1	[0.09559078 0.00329064 0.4313853  0.28387028 0.18586296]
question 1487	3	3	1	[6.0734808e-05 1.1535460e-03 1.3341191e-02 9.8160088e-01 3.8436190e-03]
question 1488	1	1	1	[1.8305123e-01 6.1010939e-01 1.9637978e-01 5.8116659e-04 9.8784138e-03]
question 1489	4	4	1	[4.1533312e-01 4.5594803e-04 1.3265922e-03 3.9378786e-04 5.8249056e-01]
question 1490	4	4	1	[1.6520452e-04 4.6882193e-05 4.5580142e-05 1.5527582e-04 9.9958712e-01]
question 1491	1	1	1	[1.0787977e-05 9.9995637e-01 8.6876826e-06 1.2469456e-05 1.1614057e-05]
question 1492	1	1	1	[2.6768339e-06 9.9794930e-01 3.1609134e-06 2.0317324e-03 1.3092093e-05]
question 1493	4	4	1	[0.05363308 0.01882103 0.00882483 0.01517482 0.9035462 ]
question 1494	4	4	1	[3.5045010e-03 2.4963079e-03 1.1073011e-05 3.6552528e-04 9.9362260e-01]
question 1495	1	1	1	[0.00589912 0.738974   0.00757929 0.00082742 0.24672009]
question 1496	4	1	0	[0.00378648 0.5519329  0.06611404 0.00841018 0.3697565 ]
question 1497	3	3	1	[1.8741783e-02 5.5199853e-05 5.2223506e-04 9.8028320e-01 3.9753370e-04]
question 1498	3	4	0	[2.7802446e-06 4.6925540e-03 5.2355012e-05 5.9687780e-05 9.9519265e-01]
question 1499	2	2	1	[2.0342958e-04 6.5249152e-04 9.9135256e-01 7.3473724e-03 4.4413534e-04]
question 1500	0	0	1	[9.8046243e-01 5.4064329e-04 4.2148415e-05 8.4576284e-05 1.8870041e-02]
question 1501	1	1	1	[1.4353900e-04 9.9842668e-01 8.9226983e-04 3.1108296e-04 2.2633537e-04]
question 1502	3	3	1	[9.2149466e-02 3.8569390e-03 4.2989713e-04 9.0060830e-01 2.9554374e-03]
question 1503	4	1	0	[0.10402081 0.4046804  0.22677137 0.22758654 0.03694084]
question 1504	0	1	0	[0.24151231 0.4148461  0.26407346 0.03430338 0.04526471]
question 1505	1	1	1	[0.00629551 0.8484986  0.00748627 0.11150703 0.02621267]
question 1506	3	3	1	[0.00123445 0.18493637 0.02430337 0.7642525  0.02527334]
question 1507	4	4	1	[4.7926049e-05 2.4610412e-05 2.0773278e-03 4.1569360e-03 9.9369323e-01]
question 1508	0	0	1	[8.1484574e-01 6.3237562e-03 6.5708515e-04 1.3258732e-04 1.7804080e-01]
question 1509	4	2	0	[0.02036161 0.02829498 0.43493608 0.25449273 0.26191458]
question 1510	0	0	1	[0.766652   0.09641448 0.01501272 0.08612586 0.03579502]
question 1511	2	2	1	[1.32782925e-02 9.16802557e-04 9.30073559e-01 3.64179909e-02 1.93132386e-02]
question 1512	1	1	1	[3.8808357e-05 9.9747854e-01 1.8272888e-04 3.8982384e-04 1.9101552e-03]
question 1513	3	3	1	[0.02938626 0.01693622 0.01287555 0.93387324 0.00692876]
question 1514	2	2	1	[0.00343321 0.01378245 0.9622317  0.00779637 0.01275621]
question 1515	0	0	1	[0.3687109  0.01890797 0.13273998 0.2541861  0.22545499]
question 1516	1	1	1	[6.1688572e-04 9.8965585e-01 8.9067194e-05 9.1661233e-03 4.7199157e-04]
question 1517	0	0	1	[8.7668622e-01 2.7074126e-04 2.5516306e-03 5.5358309e-02 6.5133117e-02]
question 1518	2	2	1	[0.00441138 0.00796917 0.9442456  0.00681053 0.03656337]
question 1519	3	3	1	[0.00442826 0.26106453 0.01600367 0.70488715 0.01361642]
question 1520	1	1	1	[1.03109996e-04 9.99677658e-01 1.07863489e-05 1.05615845e-05 1.97788220e-04]
question 1521	3	3	1	[7.1132558e-06 1.0061133e-05 2.0762580e-04 9.9970573e-01 6.9455986e-05]
question 1522	3	3	1	[0.01441156 0.01857149 0.01272011 0.90732723 0.04696957]
question 1523	1	1	1	[0.00217929 0.78334725 0.00263373 0.02706954 0.18477021]
question 1524	4	4	1	[5.5234050e-06 1.6593524e-04 1.2327245e-05 1.9584908e-04 9.9962032e-01]
question 1525	3	1	0	[0.19178346 0.4998486  0.04459635 0.2425999  0.02117171]
question 1526	2	0	0	[8.3594847e-01 5.0538696e-05 2.6853830e-02 1.3647154e-01 6.7564071e-04]
question 1527	2	2	1	[1.2779051e-03 4.3791547e-04 9.9823016e-01 3.1932228e-05 2.2130138e-05]
question 1528	1	1	1	[1.9271381e-03 9.9795002e-01 5.8578342e-05 5.9188915e-05 5.1263146e-06]
question 1529	2	2	1	[6.3211724e-02 5.3685747e-02 8.3049089e-01 1.4866730e-04 5.2462976e-02]
question 1530	1	3	0	[0.09517447 0.16031885 0.08133299 0.43992943 0.22324428]
question 1531	4	4	1	[7.6007604e-04 1.7495600e-03 3.0755454e-03 8.2796998e-04 9.9358678e-01]
question 1532	2	2	1	[0.00710204 0.0727532  0.77735263 0.04597295 0.09681913]
question 1533	3	3	1	[2.5995472e-03 4.1386884e-04 3.5542238e-04 9.9622810e-01 4.0307199e-04]
question 1534	3	3	1	[0.07652612 0.00170212 0.00116625 0.8009703  0.11963515]
question 1535	1	1	1	[0.04131548 0.6863259  0.01868884 0.00512689 0.24854289]
question 1536	3	3	1	[0.0629961  0.02454313 0.07369486 0.8367096  0.00205632]
question 1537	1	1	1	[6.3954241e-05 9.9785572e-01 1.7657314e-03 4.2219763e-05 2.7228947e-04]
question 1538	4	4	1	[1.2091042e-02 1.7150167e-02 1.9055868e-04 3.2567355e-04 9.7024262e-01]
question 1539	1	1	1	[6.7478948e-05 9.9980837e-01 8.9284833e-05 1.2409509e-05 2.2520489e-05]
question 1540	1	1	1	[2.37819229e-04 9.99262273e-01 1.18698816e-04 3.21763888e-04 5.95320853e-05]
question 1541	1	1	1	[0.00710379 0.87722766 0.10435532 0.00583685 0.00547633]
question 1542	4	4	1	[0.30774733 0.05534307 0.06766917 0.16704102 0.40219942]
question 1543	4	4	1	[0.01703862 0.00183323 0.00391014 0.03501994 0.9421981 ]
question 1544	4	4	1	[2.3104694e-05 7.7292346e-04 7.6358102e-04 4.2671442e-02 9.5576894e-01]
question 1545	4	4	1	[1.3833057e-05 6.6854793e-04 2.7300427e-03 1.7119535e-04 9.9641633e-01]
question 1546	0	0	1	[9.9623305e-01 1.1759339e-03 2.4618644e-03 1.2267064e-04 6.4491737e-06]
question 1547	2	2	1	[1.3765828e-03 4.3562446e-03 9.9423826e-01 3.7541015e-06 2.5135112e-05]
question 1548	4	4	1	[0.00276765 0.00441671 0.00364226 0.00255066 0.98662275]
question 1549	4	4	1	[0.01046497 0.00225686 0.00444893 0.00388839 0.9789409 ]
question 1550	3	3	1	[4.4168271e-02 3.3993510e-04 2.5779565e-04 9.1954952e-01 3.5684466e-02]
question 1551	4	4	1	[1.4781894e-03 1.1161449e-03 5.0396397e-05 1.2236665e-03 9.9613166e-01]
question 1552	4	4	1	[0.01435254 0.09870064 0.02283456 0.01502927 0.849083  ]
question 1553	0	4	0	[0.33054844 0.23122858 0.01460087 0.00103602 0.42258602]
question 1554	1	3	0	[3.3008289e-03 9.9966191e-02 9.3954550e-03 8.8696909e-01 3.6833188e-04]
question 1555	3	3	1	[2.5974092e-01 1.2517531e-03 4.9557793e-04 7.3756623e-01 9.4544783e-04]
question 1556	3	2	0	[0.05913748 0.04723082 0.5520986  0.30503997 0.03649318]
question 1557	2	1	0	[0.24832556 0.5685742  0.0962863  0.04972328 0.03709071]
question 1558	3	3	1	[0.12028778 0.09825592 0.04680732 0.63978636 0.09486263]
question 1559	1	1	1	[2.1473334e-05 9.9970871e-01 2.7049789e-05 1.8441350e-04 5.8440084e-05]
question 1560	1	1	1	[0.00218426 0.82910955 0.0061647  0.16091183 0.00162974]
question 1561	2	2	1	[0.00415673 0.03799544 0.91980684 0.02936096 0.00868011]
question 1562	2	2	1	[0.14348935 0.00097581 0.7238838  0.1103069  0.02134418]
question 1563	1	1	1	[0.04766668 0.9280921  0.00672722 0.01424046 0.00327355]
question 1564	3	3	1	[1.0531598e-05 2.1556280e-04 6.6265777e-05 9.9932945e-01 3.7825343e-04]
question 1565	1	1	1	[1.7580383e-05 9.9981481e-01 6.0276445e-05 1.7583336e-05 8.9658977e-05]
question 1566	1	1	1	[2.0941539e-02 9.5965904e-01 2.6363477e-05 4.0237941e-03 1.5349353e-02]
question 1567	3	3	1	[2.3939046e-03 3.7080294e-03 2.4380686e-04 9.9307328e-01 5.8106508e-04]
question 1568	4	4	1	[0.04934874 0.00964167 0.01586355 0.15389062 0.77125543]
question 1569	0	0	1	[0.88608414 0.00290947 0.0113545  0.07720865 0.02244325]
question 1570	3	3	1	[0.02299992 0.00963536 0.01797306 0.9442133  0.00517838]
question 1571	4	4	1	[5.2570424e-04 5.4733399e-03 3.6078220e-04 1.6890399e-03 9.9195111e-01]
question 1572	4	4	1	[1.3386156e-02 6.4243533e-02 1.5197793e-05 1.2669299e-02 9.0968585e-01]
question 1573	1	1	1	[7.3399596e-02 8.6537200e-01 3.0851705e-02 2.9779252e-02 5.9749512e-04]
question 1574	2	2	1	[1.5140784e-01 4.1469962e-06 8.4856850e-01 6.8314530e-06 1.2652286e-05]
question 1575	4	4	1	[2.3375193e-04 3.6686889e-04 1.0840695e-03 7.0972838e-03 9.9121803e-01]
question 1576	1	1	1	[6.8510860e-02 7.1556377e-01 1.6745177e-01 4.8176549e-02 2.9702316e-04]
question 1577	4	4	1	[0.03328346 0.29717344 0.00360573 0.00857018 0.6573671 ]
question 1578	2	2	1	[0.05926652 0.21255483 0.67720133 0.03027433 0.02070303]
question 1579	3	4	0	[4.6692152e-05 1.4236065e-05 2.1867983e-01 3.8837394e-01 3.9288527e-01]
question 1580	1	1	1	[7.9043084e-06 9.9997103e-01 1.9350177e-06 5.2565642e-06 1.3930388e-05]
question 1581	3	3	1	[0.0243638  0.01304629 0.05112743 0.7579586  0.15350394]
question 1582	0	0	1	[7.3175740e-01 1.8565951e-02 1.9690560e-04 2.4936791e-01 1.1187023e-04]
question 1583	2	2	1	[0.32905275 0.01803176 0.6157243  0.01814148 0.01904965]
question 1584	1	1	1	[1.3108019e-05 9.9995446e-01 1.7761196e-05 9.3298795e-06 5.3209651e-06]
question 1585	3	3	1	[0.00370383 0.05384494 0.00759054 0.88769907 0.04716158]
question 1586	4	4	1	[0.01707036 0.00492087 0.02700852 0.00663447 0.9443658 ]
question 1587	3	2	0	[2.5148140e-05 2.5313544e-01 3.7407747e-01 3.7273318e-01 2.8842551e-05]
question 1588	1	1	1	[2.2772694e-05 9.7644174e-01 3.1298903e-05 2.3501733e-02 2.4279755e-06]
question 1589	2	2	1	[2.4769765e-01 9.2362434e-06 7.5223994e-01 3.9550985e-05 1.3629627e-05]
question 1590	1	1	1	[3.3314809e-05 9.9953449e-01 1.3939195e-04 1.8497120e-04 1.0777859e-04]
question 1591	4	4	1	[0.02082995 0.00911863 0.01120738 0.00169606 0.957148  ]
question 1592	0	0	1	[9.7395396e-01 2.4957817e-02 1.6015848e-04 8.7207137e-04 5.6033088e-05]
question 1593	2	2	1	[1.9876122e-04 3.4052569e-02 9.6253532e-01 3.1730633e-03 4.0275139e-05]
question 1594	0	0	1	[9.9418020e-01 5.3573824e-03 2.1789923e-04 3.6844103e-05 2.0767655e-04]
question 1595	3	3	1	[0.00629066 0.015949   0.0080018  0.96617836 0.00358022]
question 1596	4	4	1	[0.02785665 0.01676341 0.04827588 0.0210488  0.8860553 ]
question 1597	4	4	1	[0.04373629 0.14871593 0.03042002 0.14088261 0.6362452 ]
question 1598	3	0	0	[0.423352   0.13639471 0.2958951  0.07784351 0.0665147 ]
question 1599	1	1	1	[1.8260798e-04 9.6984875e-01 4.5639373e-04 1.5280658e-02 1.4231463e-02]
question 1600	3	3	1	[0.02129995 0.00873989 0.12003906 0.81875336 0.03116772]
question 1601	4	4	1	[4.4560052e-06 2.3082355e-06 9.2528644e-04 5.5452938e-07 9.9906737e-01]
question 1602	0	0	1	[0.70572424 0.20714016 0.05955062 0.01107677 0.01650823]
question 1603	4	4	1	[0.00163336 0.01929532 0.15513045 0.00848379 0.8154571 ]
question 1604	0	1	0	[0.09605254 0.7242835  0.02735151 0.06198708 0.09032533]
question 1605	1	1	1	[5.7380769e-04 9.3358558e-01 1.3268122e-03 1.0641087e-03 6.3449703e-02]
question 1606	4	4	1	[3.4698445e-02 5.7500787e-04 4.3471935e-04 4.2464785e-04 9.6386713e-01]
question 1607	4	4	1	[4.1286792e-03 1.1242378e-02 1.8942568e-05 6.4490654e-04 9.8396504e-01]
question 1608	0	0	1	[9.9746227e-01 7.4801961e-04 7.8167149e-04 2.5760962e-04 7.5047155e-04]
question 1609	0	0	1	[0.96998703 0.00369521 0.00191549 0.01664655 0.00775573]
question 1610	0	0	1	[9.9553972e-01 8.3499826e-06 7.5971147e-06 1.3000868e-05 4.4313581e-03]
question 1611	1	1	1	[0.0431728  0.701809   0.21794187 0.01125945 0.02581696]
question 1612	1	4	0	[0.20036343 0.01742495 0.20661911 0.1251259  0.45046666]
question 1613	2	2	1	[0.02239796 0.02069962 0.87045527 0.03645551 0.04999159]
question 1614	0	0	1	[0.6400156  0.09143589 0.20534275 0.0362579  0.02694794]
question 1615	3	3	1	[0.01486138 0.0052878  0.03852321 0.929558   0.01176962]
question 1616	2	2	1	[6.3253756e-05 4.6700392e-05 9.9972337e-01 1.0752451e-04 5.9096114e-05]
question 1617	2	2	1	[5.1760999e-04 2.1285684e-04 9.9848241e-01 2.0153436e-04 5.8567349e-04]
question 1618	0	0	1	[0.909682   0.02390392 0.03682858 0.01955444 0.01003101]
question 1619	4	4	1	[0.05547903 0.00371179 0.006866   0.00281392 0.9311293 ]
question 1620	3	3	1	[0.00196929 0.00750649 0.17986138 0.76451695 0.04614586]
question 1621	0	3	0	[0.08995405 0.00160319 0.00475317 0.9009068  0.00278286]
question 1622	0	0	1	[9.9633312e-01 4.4194033e-04 9.9342363e-04 1.9937402e-03 2.3778653e-04]
question 1623	4	4	1	[3.8373360e-04 7.5364189e-04 1.8595057e-03 4.5450353e-05 9.9695766e-01]
question 1624	4	4	1	[3.1268985e-03 2.6834104e-03 6.4355799e-04 3.9286670e-04 9.9315321e-01]
question 1625	0	0	1	[0.9516327  0.0012585  0.03125682 0.0111862  0.00466574]
question 1626	4	4	1	[0.04029598 0.30179328 0.09195847 0.2102841  0.35566807]
question 1627	3	3	1	[0.00576806 0.318798   0.06564561 0.60140175 0.00838664]
question 1628	2	2	1	[0.07535169 0.15069556 0.43374768 0.24447009 0.0957349 ]
question 1629	2	2	1	[0.00303069 0.08521851 0.73511165 0.16860007 0.00803909]
question 1630	2	2	1	[0.00767343 0.12763879 0.8499175  0.00463887 0.01013155]
question 1631	2	2	1	[8.3850728e-06 1.6577967e-05 9.9975282e-01 2.3489978e-05 1.9879024e-04]
question 1632	2	2	1	[0.06839696 0.04206993 0.8170987  0.05344257 0.01899185]
question 1633	1	1	1	[2.2592198e-05 9.9775332e-01 7.4558629e-04 2.8274982e-05 1.4501035e-03]
question 1634	1	1	1	[6.2895851e-05 9.6341538e-01 4.7694836e-04 2.6805304e-02 9.2394380e-03]
question 1635	3	3	1	[1.4253452e-03 2.2986140e-03 2.0284549e-04 9.9602640e-01 4.6763107e-05]
question 1636	3	3	1	[0.13348904 0.01721561 0.00865527 0.68115675 0.1594834 ]
question 1637	0	0	1	[9.9913365e-01 6.5779161e-05 4.9150706e-04 1.8506954e-04 1.2400857e-04]
question 1638	4	4	1	[0.00345106 0.05731013 0.0259155  0.18315208 0.73017126]
question 1639	3	3	1	[6.1956916e-02 2.3779091e-04 3.4569779e-03 9.3408537e-01 2.6291827e-04]
question 1640	3	3	1	[0.03867421 0.00222259 0.01897649 0.93654215 0.0035846 ]
question 1641	1	1	1	[0.0175941  0.6437395  0.20965908 0.03254863 0.09645872]
question 1642	4	2	0	[0.04999132 0.00444146 0.40993434 0.3086166  0.22701626]
question 1643	3	4	0	[0.13447212 0.15398964 0.00628961 0.09128293 0.61396575]
question 1644	4	0	0	[0.6999428  0.02335566 0.0468436  0.01684483 0.2130131 ]
question 1645	4	4	1	[0.14470078 0.00675192 0.00091037 0.09244146 0.75519544]
question 1646	0	0	1	[0.75566447 0.00275819 0.00217964 0.0437959  0.19560175]
question 1647	0	2	0	[0.12318512 0.00106305 0.7470365  0.125023   0.00369233]
question 1648	0	0	1	[9.9019182e-01 4.8379952e-04 3.7600936e-03 1.3322332e-03 4.2320606e-03]
question 1649	1	1	1	[0.01129506 0.9354988  0.02574215 0.00249187 0.02497203]
question 1650	0	0	1	[0.4967505  0.02239288 0.33446407 0.1280459  0.01834656]
question 1651	0	0	1	[0.9140721  0.00371502 0.00662207 0.01868472 0.05690611]
question 1652	4	4	1	[0.2680505  0.11846197 0.09891216 0.04265373 0.47192162]
question 1653	0	0	1	[0.9834126  0.00362573 0.00590352 0.00491654 0.00214144]
question 1654	2	2	1	[0.01142666 0.02811504 0.93287313 0.0144098  0.01317533]
question 1655	2	1	0	[0.1261434  0.52254057 0.12009541 0.05267466 0.17854594]
question 1656	3	3	1	[1.3857288e-02 5.4180261e-04 1.0311974e-02 9.4541138e-01 2.9877519e-02]
question 1657	0	4	0	[0.2364028  0.1735291  0.07334491 0.08449128 0.432232  ]
question 1658	3	4	0	[6.1647891e-04 3.3987552e-04 1.4764498e-04 4.9666172e-01 5.0223428e-01]
question 1659	2	2	1	[0.15292265 0.15860127 0.43662822 0.13464665 0.11720114]
question 1660	4	4	1	[0.03081035 0.02793514 0.07597622 0.15780006 0.7074782 ]
question 1661	3	3	1	[0.11696777 0.1299825  0.00691403 0.62643516 0.1197006 ]
question 1662	3	3	1	[8.2295120e-02 2.3621012e-02 4.0057837e-04 8.8473988e-01 8.9433817e-03]
question 1663	0	0	1	[9.9047464e-01 3.9613787e-03 3.6154483e-03 4.4319453e-04 1.5052685e-03]
question 1664	3	3	1	[5.8697737e-03 1.9603491e-01 3.1457087e-03 7.9471338e-01 2.3628255e-04]
question 1665	0	0	1	[9.9295855e-01 7.6595612e-04 3.6903522e-05 6.1600828e-03 7.8477817e-05]
question 1666	2	2	1	[1.1130768e-03 1.9830491e-02 9.7668183e-01 6.3969358e-04 1.7348946e-03]
question 1667	0	0	1	[0.6494934  0.3036784  0.00103991 0.0068073  0.03898105]
question 1668	2	2	1	[0.00670291 0.2944457  0.58781695 0.02943082 0.08160365]
question 1669	3	3	1	[0.00976537 0.25327036 0.03001361 0.6495133  0.05743735]
question 1670	1	4	0	[0.01058113 0.20675829 0.00364246 0.00195331 0.7770648 ]
question 1671	4	4	1	[1.9663860e-04 3.2374280e-06 2.4537447e-01 8.6599612e-05 7.5433904e-01]
question 1672	0	0	1	[9.2013109e-01 1.2249708e-03 8.5477030e-04 7.2749113e-03 7.0514187e-02]
question 1673	0	0	1	[9.9115127e-01 9.7901269e-04 3.9149700e-03 2.5530308e-03 1.4016984e-03]
question 1674	4	3	0	[0.16690534 0.13759108 0.00842033 0.5441336  0.14294967]
question 1675	0	0	1	[0.36833704 0.10100532 0.06505853 0.296556   0.16904303]
question 1676	1	3	0	[0.06531233 0.12880887 0.2557683  0.5439979  0.00611263]
question 1677	0	0	1	[0.80173415 0.03075942 0.00672443 0.157164   0.003618  ]
question 1678	0	0	1	[0.48603925 0.08387949 0.08497929 0.33652708 0.00857495]
question 1679	2	3	0	[0.10728037 0.0419504  0.30196422 0.5041238  0.04468117]
question 1680	3	4	0	[0.03735935 0.06878985 0.05080888 0.32969487 0.513347  ]
question 1681	1	1	1	[0.06327225 0.6952216  0.01373936 0.00324179 0.22452495]
question 1682	2	2	1	[0.19344118 0.00109941 0.6133109  0.09607427 0.09607428]
question 1683	4	0	0	[0.43181786 0.30844215 0.02061627 0.17139821 0.06772551]
question 1684	1	0	0	[0.81410867 0.05913255 0.06367284 0.05833649 0.00474955]
question 1685	1	1	1	[0.01748729 0.6494137  0.00264498 0.32764584 0.00280823]
question 1686	3	0	0	[0.60847795 0.04456626 0.01891676 0.29788557 0.03015356]
question 1687	1	1	1	[0.03338998 0.83971936 0.00451732 0.01010075 0.11227265]
question 1688	1	1	1	[0.01447633 0.553306   0.04533966 0.12129817 0.26557988]
question 1689	0	0	1	[0.3470201  0.02298196 0.28936222 0.17787963 0.16275615]
question 1690	0	3	0	[0.21945944 0.15760031 0.03253981 0.36621127 0.22418919]
question 1691	2	0	0	[0.66862255 0.03599199 0.0784202  0.04967406 0.16729124]
question 1692	1	1	1	[0.0315212  0.92250997 0.01203077 0.01225832 0.02167973]
question 1693	3	3	1	[1.2589978e-03 3.9888855e-05 3.0061170e-05 9.9831629e-01 3.5481082e-04]
question 1694	3	3	1	[1.8371388e-04 7.4595032e-04 4.1435359e-04 9.7764754e-01 2.1008436e-02]
question 1695	2	2	1	[1.0899518e-03 2.2594334e-04 9.9790812e-01 3.5515448e-04 4.2088126e-04]
question 1696	0	0	1	[0.54063785 0.11436956 0.07882538 0.16341278 0.1027545 ]
question 1697	1	1	1	[7.0793084e-03 9.9128175e-01 3.2424173e-04 3.1639074e-04 9.9832960e-04]
question 1698	0	0	1	[0.7376318  0.00326662 0.00230394 0.02122719 0.23557048]
question 1699	1	1	1	[0.01131638 0.9379867  0.00668655 0.02296508 0.02104535]
question 1700	2	2	1	[3.5429134e-03 7.5456214e-06 9.9634379e-01 7.0413998e-06 9.8706769e-05]
question 1701	2	2	1	[1.7949821e-04 2.2817669e-03 9.9148858e-01 3.3505177e-04 5.7150680e-03]
question 1702	2	3	0	[0.14674398 0.21132958 0.18495683 0.37906358 0.07790598]
question 1703	4	3	0	[0.21972604 0.02645098 0.11189576 0.46372893 0.17819826]
question 1704	2	2	1	[0.05084696 0.08692363 0.76044893 0.05246707 0.04931334]
question 1705	2	2	1	[0.19002451 0.00828546 0.7680928  0.02874204 0.00485519]
question 1706	0	4	0	[0.1087021  0.12317538 0.3184016  0.06185419 0.3878667 ]
question 1707	4	4	1	[0.05443273 0.2215831  0.04059529 0.01440677 0.6689821 ]
question 1708	4	4	1	[6.3451473e-05 2.9838937e-05 8.6894703e-05 6.5423701e-05 9.9975437e-01]
question 1709	4	4	1	[9.2622760e-04 4.2637195e-03 1.7419949e-05 1.1820545e-03 9.9361056e-01]
question 1710	1	1	1	[4.2401614e-05 9.9977022e-01 2.2305760e-05 1.3626183e-04 2.8794146e-05]
question 1711	1	0	0	[0.5027399  0.1451079  0.09397693 0.02277249 0.23540282]
question 1712	0	0	1	[0.55085224 0.14272296 0.10046396 0.10617337 0.09978744]
question 1713	2	1	0	[0.00207893 0.5130101  0.46670592 0.0121477  0.00605738]
question 1714	4	4	1	[0.00174843 0.00282251 0.00277695 0.00900209 0.98365   ]
question 1715	3	3	1	[0.01166909 0.06302819 0.07033832 0.8468204  0.00814398]
question 1716	1	1	1	[0.01991956 0.5629994  0.08718918 0.18165907 0.14823273]
question 1717	4	4	1	[0.04692166 0.0509412  0.02608765 0.08637507 0.7896744 ]
question 1718	3	3	1	[1.7360360e-03 4.0795488e-04 1.5002548e-03 9.9619991e-01 1.5586270e-04]
question 1719	1	0	0	[0.8765176  0.0204709  0.07110309 0.01426967 0.01763882]
question 1720	4	4	1	[0.03547322 0.09841238 0.02704008 0.00735351 0.8317208 ]
question 1721	0	0	1	[0.7598532  0.00735607 0.0053049  0.02594544 0.20154046]
question 1722	2	0	0	[0.40806648 0.2786166  0.17211765 0.00417283 0.13702649]
question 1723	1	1	1	[1.7142465e-03 9.9400830e-01 1.6122494e-03 5.1377289e-04 2.1514031e-03]
question 1724	2	2	1	[0.18173577 0.21639457 0.24896537 0.22700621 0.12589814]
