question	gold	predicted	correct	predicted probabilities
question 1591	4	4	1	[0.04390422 0.04396472 0.02667258 0.00924155 0.8762169 ]
question 1592	0	0	1	[0.5958614  0.19638996 0.03129535 0.1553437  0.02110957]
question 1593	2	2	1	[0.10353696 0.2538199  0.58884865 0.03710595 0.01668849]
question 1594	0	0	1	[0.60903674 0.29828945 0.04785197 0.01252945 0.03229237]
question 1595	3	3	1	[0.07886285 0.14653946 0.11465802 0.5582952  0.10164451]
question 1596	4	4	1	[0.07896923 0.0794582  0.08478953 0.06427158 0.69251144]
question 1597	4	4	1	[0.03538531 0.03997203 0.04252356 0.05825547 0.8238637 ]
question 1598	3	0	0	[0.7621307  0.03352657 0.06642976 0.11607064 0.02184235]
question 1599	1	1	1	[0.01876497 0.64156693 0.02167688 0.0788715  0.23911981]
question 1600	3	3	1	[0.2676006  0.04040034 0.08700068 0.48535123 0.11964718]
question 1601	4	4	1	[0.0099118  0.00290394 0.03572    0.00268019 0.94878405]
question 1602	0	0	1	[0.73944044 0.05807173 0.06146037 0.06888898 0.0721385 ]
question 1603	4	4	1	[0.00352831 0.14516242 0.34549147 0.01145755 0.49436018]
question 1604	0	0	1	[0.34574008 0.2674101  0.03199975 0.12239525 0.23245485]
question 1605	1	1	1	[0.05080077 0.6726262  0.19340275 0.03678396 0.04638631]
question 1606	4	4	1	[0.19119236 0.02304221 0.01448356 0.01416616 0.7571158 ]
question 1607	4	4	1	[0.03974583 0.05361853 0.00189119 0.0444072  0.8603372 ]
question 1608	0	0	1	[0.96271074 0.00940418 0.00945349 0.00354328 0.0148883 ]
question 1609	0	0	1	[0.7229752  0.07293168 0.03091908 0.05591582 0.11725822]
question 1610	0	0	1	[0.6901354  0.01507572 0.00738634 0.00987591 0.27752656]
question 1611	1	1	1	[0.21671478 0.6100419  0.07719746 0.00873395 0.08731195]
question 1612	1	0	0	[0.40265638 0.13824138 0.1365358  0.05889497 0.26367146]
question 1613	2	2	1	[0.10486966 0.09420041 0.5345165  0.11850305 0.14791043]
question 1614	0	0	1	[0.6012205  0.09536885 0.1468032  0.07875959 0.077848  ]
question 1615	3	3	1	[0.03767823 0.02677806 0.05073891 0.84544617 0.03935863]
question 1616	2	2	1	[0.00826692 0.00505558 0.97747725 0.00283341 0.00636694]
question 1617	2	2	1	[0.43483472 0.03748293 0.44155845 0.03047165 0.05565224]
question 1618	0	0	1	[0.7621184  0.06493509 0.12387212 0.02823479 0.02083959]
question 1619	4	4	1	[0.05509733 0.00590705 0.00870451 0.00535937 0.9249317 ]
question 1620	3	3	1	[0.01288143 0.01453546 0.27359778 0.6090048  0.08998053]
question 1621	0	3	0	[0.08859438 0.06094802 0.10196635 0.6718248  0.07666647]
question 1622	0	0	1	[9.9587494e-01 4.9780728e-04 2.2612959e-03 7.3369220e-04 6.3227117e-04]
question 1623	4	4	1	[0.01386448 0.01915052 0.03015622 0.00504148 0.9317873 ]
question 1624	4	4	1	[0.07792229 0.05828136 0.00828769 0.0073313  0.8481774 ]
question 1625	0	0	1	[0.87224865 0.00588774 0.04246641 0.05052236 0.02887477]
question 1626	4	4	1	[0.03130956 0.18782504 0.01512052 0.01428453 0.7514603 ]
question 1627	3	3	1	[0.03291479 0.33096352 0.10378826 0.50743735 0.02489607]
question 1628	2	2	1	[0.14618266 0.1500906  0.33390966 0.2506287  0.11918834]
question 1629	2	2	1	[0.0165885  0.09418662 0.71543384 0.13980341 0.03398764]
question 1630	2	2	1	[0.00953967 0.24026509 0.72014236 0.01720232 0.01285053]
question 1631	2	2	1	[9.2054368e-04 1.5248674e-03 9.8868960e-01 1.2925494e-03 7.5724819e-03]
question 1632	2	2	1	[0.23123252 0.14251897 0.34839457 0.13992123 0.13793284]
question 1633	1	1	1	[0.00540193 0.86704445 0.05923441 0.01213346 0.05618579]
question 1634	1	1	1	[0.00917482 0.56792796 0.02271403 0.22721294 0.1729702 ]
question 1635	3	3	1	[0.01270918 0.00821982 0.00268617 0.97283137 0.00355351]
question 1636	3	0	0	[0.49215582 0.05288898 0.02906287 0.35015452 0.07573776]
question 1637	0	0	1	[9.9753129e-01 3.4412579e-04 1.0972425e-03 2.7826059e-04 7.4905116e-04]
question 1638	4	4	1	[0.03180315 0.29635942 0.05892428 0.24254854 0.37036458]
question 1639	3	3	1	[0.02034449 0.02723834 0.01681149 0.90533656 0.03026905]
question 1640	3	3	1	[0.12707615 0.03621599 0.18427558 0.6332384  0.01919392]
question 1641	1	1	1	[0.05138871 0.3810409  0.17491019 0.20586519 0.18679501]
question 1642	4	4	1	[0.10664048 0.01321382 0.17762287 0.07283901 0.62968385]
question 1643	3	4	0	[0.05546075 0.2680162  0.06044096 0.28794152 0.3281406 ]
question 1644	4	4	1	[0.09721116 0.09675103 0.20818284 0.19164266 0.40621224]
question 1645	4	4	1	[0.16419302 0.17323963 0.02930698 0.09423037 0.53903   ]
question 1646	0	4	0	[0.23221286 0.01361117 0.0446127  0.02600965 0.6835536 ]
question 1647	0	2	0	[0.17714804 0.0174485  0.63737565 0.14832653 0.01970131]
question 1648	0	0	1	[0.948398   0.00234523 0.00814733 0.03449232 0.00661702]
question 1649	1	1	1	[0.09502425 0.47717813 0.08365016 0.12855823 0.21558921]
question 1650	0	0	1	[0.45103073 0.03991671 0.23122618 0.24168564 0.03614075]
question 1651	0	0	1	[0.58525187 0.04405435 0.12422512 0.10426279 0.14220582]
question 1652	4	4	1	[0.22457942 0.221583   0.16552219 0.03733796 0.3509774 ]
question 1653	0	0	1	[0.8526515  0.03996235 0.04021883 0.02960568 0.03756173]
question 1654	2	2	1	[0.02481543 0.00373228 0.95756006 0.0031773  0.01071499]
question 1655	2	0	0	[0.30517116 0.22067939 0.19242348 0.17503324 0.10669282]
question 1656	3	3	1	[0.03636577 0.00692704 0.01814852 0.89026934 0.04828935]
question 1657	0	0	1	[0.314449   0.26562303 0.0938424  0.24309988 0.08298559]
question 1658	3	4	0	[0.00877385 0.00992935 0.00200737 0.4881504  0.49113894]
question 1659	2	2	1	[0.19105746 0.06459539 0.3550568  0.21500242 0.17428799]
question 1660	4	3	0	[0.07066842 0.04876229 0.04632295 0.5350543  0.299192  ]
question 1661	3	3	1	[0.12700398 0.3097005  0.0050204  0.43146086 0.12681425]
question 1662	3	3	1	[0.04714124 0.02244219 0.02090869 0.8965969  0.01291101]
question 1663	0	0	1	[0.98809844 0.00561086 0.00362206 0.00141292 0.00125572]
question 1664	3	3	1	[0.05819914 0.25011232 0.05366106 0.6254329  0.01259452]
question 1665	0	0	1	[0.520388   0.20712194 0.00931807 0.26046088 0.00271117]
question 1666	2	2	1	[0.01436392 0.14332658 0.8307549  0.00340885 0.00814577]
question 1667	0	0	1	[0.45741785 0.28763762 0.14959523 0.08795907 0.01739019]
question 1668	2	4	0	[0.06723376 0.24466468 0.3103342  0.05034294 0.32742435]
question 1669	3	1	0	[0.06146096 0.53333837 0.08247506 0.28986073 0.03286496]
question 1670	1	4	0	[0.08269004 0.01797913 0.02551853 0.0370695  0.8367428 ]
question 1671	4	2	0	[8.6351979e-04 1.2631936e-04 9.7643888e-01 6.2003901e-04 2.1951193e-02]
question 1672	0	0	1	[0.8111369  0.01122551 0.01606536 0.04964095 0.11193128]
question 1673	0	0	1	[0.78456163 0.04118317 0.05321259 0.10036437 0.02067828]
question 1674	4	3	0	[0.0598757  0.17111778 0.01886265 0.5004371  0.2497068 ]
question 1675	0	0	1	[0.41421857 0.0612777  0.21373102 0.18518664 0.12558605]
question 1676	1	3	0	[0.1052603  0.15067811 0.20994236 0.5258386  0.00828061]
question 1677	0	0	1	[0.50174123 0.02169149 0.03615587 0.3815784  0.05883306]
question 1678	0	0	1	[0.5173138  0.08021624 0.01997485 0.3574036  0.02509153]
question 1679	2	2	1	[0.07149147 0.05090215 0.690267   0.16017509 0.02716429]
question 1680	3	3	1	[0.1591209  0.20371686 0.08809622 0.29310778 0.25595823]
question 1681	1	1	1	[0.16266097 0.5178266  0.01763292 0.05209957 0.24977994]
question 1682	2	2	1	[0.16026028 0.00348718 0.52389055 0.15618098 0.15618098]
question 1683	4	0	0	[0.2543419  0.18034282 0.15877491 0.191196   0.21534437]
question 1684	1	0	0	[0.4912717  0.243423   0.12426165 0.1210756  0.01996805]
question 1685	1	1	1	[5.4291766e-03 9.4871098e-01 1.0342400e-03 4.3939129e-02 8.8649156e-04]
question 1686	3	0	0	[0.4334995  0.10640832 0.06431995 0.3228402  0.07293196]
question 1687	1	1	1	[0.13796411 0.32130608 0.01189719 0.31733578 0.21149676]
question 1688	1	1	1	[0.03442315 0.6976292  0.10037454 0.02462784 0.14294535]
question 1689	0	0	1	[0.50797176 0.00784896 0.20909438 0.09687073 0.17821413]
question 1690	0	0	1	[0.34052297 0.11107426 0.10055897 0.2669507  0.18089312]
question 1691	2	0	0	[0.60429376 0.02684187 0.11272836 0.03327204 0.2228639 ]
question 1692	1	1	1	[0.23227678 0.5383209  0.05695633 0.08537598 0.08706999]
question 1693	3	3	1	[0.02352746 0.00592574 0.00255868 0.9544715  0.01351662]
question 1694	3	3	1	[0.05488065 0.04149054 0.01354085 0.68474233 0.20534559]
question 1695	2	2	1	[0.00290101 0.00209473 0.9915878  0.00206631 0.00135003]
question 1696	0	0	1	[0.35584882 0.16151698 0.13019538 0.15456915 0.19786967]
question 1697	1	1	1	[0.04374047 0.9327505  0.00145224 0.00225197 0.01980476]
question 1698	0	0	1	[0.7376904  0.01784982 0.01282556 0.05385567 0.17777854]
question 1699	1	1	1	[0.03831785 0.8468021  0.02410198 0.08229101 0.00848712]
question 1700	2	2	1	[1.5857168e-02 6.4017921e-05 9.8366946e-01 1.4174053e-04 2.6754718e-04]
question 1701	2	2	1	[0.00675302 0.06559665 0.78988254 0.00559812 0.13216968]
question 1702	2	2	1	[0.111174   0.13354844 0.42134094 0.25261948 0.0813172 ]
question 1703	4	0	0	[0.5238994  0.0404957  0.22632952 0.08495491 0.12432051]
question 1704	2	2	1	[0.23455192 0.1265748  0.3891064  0.09700662 0.1527602 ]
question 1705	2	2	1	[0.33290055 0.02266279 0.44351715 0.15868163 0.04223783]
question 1706	0	0	1	[0.40722683 0.25558382 0.0951245  0.12164927 0.12041564]
question 1707	4	4	1	[0.16903909 0.06305052 0.04542636 0.03814564 0.6843384 ]
question 1708	4	4	1	[0.00994856 0.08783115 0.00955821 0.01552366 0.87713844]
question 1709	4	4	1	[0.01038369 0.43805283 0.00220705 0.06405609 0.48530036]
question 1710	1	1	1	[4.0918301e-04 9.9823123e-01 3.0225751e-04 4.4481381e-04 6.1244349e-04]
question 1711	1	4	0	[0.23838413 0.24668433 0.11888536 0.03790253 0.35814363]
question 1712	0	0	1	[0.86645937 0.02324151 0.02396    0.04051153 0.04582765]
question 1713	2	2	1	[0.00994002 0.03176812 0.91063374 0.02038372 0.02727451]
question 1714	4	4	1	[0.01666438 0.02113481 0.00327197 0.1766847  0.78224415]
question 1715	3	3	1	[0.02671    0.0097766  0.01068669 0.9457087  0.00711797]
question 1716	1	3	0	[0.0320456  0.4387285  0.07611497 0.4412998  0.01181109]
question 1717	4	4	1	[0.03192106 0.02080345 0.01689935 0.01992162 0.91045445]
question 1718	3	3	1	[0.02533491 0.01526873 0.02127158 0.9349096  0.00321521]
question 1719	1	0	0	[0.4298997  0.24731642 0.07141628 0.1422619  0.10910562]
question 1720	4	4	1	[0.1524549  0.14017422 0.09919488 0.20837323 0.39980277]
question 1721	0	0	1	[0.45327532 0.10708431 0.05244669 0.1285622  0.25863144]
question 1722	2	0	0	[0.54324806 0.02782699 0.3284399  0.01799902 0.08248602]
question 1723	1	1	1	[0.01230091 0.9387483  0.02178634 0.01385753 0.01330696]
question 1724	2	0	0	[0.33394378 0.11866733 0.22655061 0.17546321 0.14537512]
question 1725	3	3	1	[0.00685125 0.18471965 0.01228498 0.7132942  0.08284989]
question 1726	4	4	1	[0.13856211 0.19373772 0.04123725 0.13693835 0.48952454]
question 1727	1	1	1	[0.01001669 0.80022764 0.11061376 0.06215576 0.01698614]
question 1728	1	1	1	[0.10005634 0.5971004  0.07467909 0.11579298 0.11237118]
question 1729	3	4	0	[0.0332475  0.05785384 0.19072834 0.35894436 0.35922593]
question 1730	3	3	1	[0.00189394 0.00122484 0.00744737 0.9876124  0.00182147]
question 1731	3	3	1	[0.01761658 0.00435782 0.06207958 0.90729034 0.00865558]
question 1732	0	1	0	[0.21163875 0.3142116  0.24753405 0.13066952 0.09594607]
question 1733	0	0	1	[0.4329573  0.1118283  0.05686336 0.06809596 0.33025503]
question 1734	2	2	1	[0.04842909 0.04689966 0.8285446  0.01860752 0.05751917]
question 1735	2	2	1	[2.6470372e-03 9.8115439e-03 9.8660314e-01 4.4593989e-04 4.9229560e-04]
question 1736	0	0	1	[0.86225355 0.00126899 0.03073507 0.00399851 0.10174385]
question 1737	3	3	1	[0.04975574 0.29788917 0.0423918  0.5135499  0.09641334]
question 1738	4	2	0	[0.13542613 0.16276065 0.34119734 0.22242929 0.13818663]
question 1739	1	1	1	[0.00504032 0.9758981  0.00725232 0.006046   0.00576329]
question 1740	3	3	1	[0.08411515 0.00836256 0.01386025 0.88178784 0.01187422]
question 1741	0	4	0	[0.11321343 0.34005433 0.05901637 0.00312827 0.48458767]
question 1742	0	3	0	[0.33325788 0.07579996 0.00561486 0.41775852 0.16756874]
question 1743	4	1	0	[0.26529786 0.29157144 0.1219206  0.16750735 0.15370281]
question 1744	1	1	1	[0.00200326 0.9668268  0.0079405  0.00280043 0.02042905]
question 1745	1	0	0	[0.31594115 0.24259709 0.03743149 0.12178481 0.28224546]
question 1746	4	4	1	[0.23287301 0.01775782 0.00795624 0.02515466 0.7162583 ]
question 1747	3	3	1	[0.14583081 0.01145554 0.00528647 0.8315543  0.00587288]
question 1748	3	3	1	[0.00799309 0.01370058 0.01489141 0.8390572  0.12435767]
question 1749	2	2	1	[0.00876639 0.16898902 0.8200323  0.00091356 0.00129882]
question 1750	0	2	0	[0.46892932 0.00449673 0.51486415 0.00417363 0.00753623]
question 1751	1	1	1	[8.8030338e-02 9.0952766e-01 8.1421871e-04 7.9030654e-04 8.3750341e-04]
question 1752	2	2	1	[0.02979936 0.01908936 0.9427602  0.00413442 0.00421661]
question 1753	3	4	0	[0.03779107 0.00463682 0.00839124 0.3113466  0.63783425]
question 1754	1	1	1	[0.1634674  0.40035027 0.11815735 0.17172    0.14630501]
question 1755	2	2	1	[0.0076158  0.00995834 0.9628103  0.00435491 0.01526055]
question 1756	4	4	1	[0.10327933 0.00690366 0.24037209 0.00589138 0.6435535 ]
question 1757	2	2	1	[0.09910673 0.11306074 0.5960497  0.11927371 0.07250914]
question 1758	1	4	0	[0.20871872 0.2151728  0.1589923  0.19944137 0.21767482]
question 1759	4	4	1	[0.04932383 0.09698517 0.08162636 0.07816494 0.69389975]
question 1760	1	1	1	[0.04592146 0.8041434  0.09405922 0.00834343 0.04753258]
question 1761	0	0	1	[0.85070765 0.09580495 0.0219828  0.00945249 0.02205198]
question 1762	0	0	1	[0.35245752 0.16563602 0.10960562 0.26628992 0.10601094]
question 1763	3	2	0	[0.01312542 0.02819046 0.6645923  0.28730875 0.00678294]
question 1764	4	4	1	[0.33441335 0.25088912 0.00388707 0.02135533 0.38945505]
question 1765	3	3	1	[0.11841041 0.08408871 0.17468166 0.6002947  0.02252444]
question 1766	4	4	1	[0.05343141 0.06551753 0.06709784 0.05258278 0.7613705 ]
question 1767	0	0	1	[0.9469928  0.01401154 0.00541843 0.00784937 0.02572793]
question 1768	0	0	1	[0.51599044 0.0167262  0.00476642 0.3989627  0.06355418]
question 1769	1	1	1	[0.28107113 0.39765918 0.10082242 0.09044118 0.13000605]
question 1770	0	4	0	[0.33870703 0.00833884 0.01948246 0.06270574 0.5707659 ]
question 1771	3	3	1	[0.02263626 0.01761638 0.01784089 0.7824078  0.15949874]
question 1772	3	3	1	[0.01061514 0.02561852 0.25965214 0.3965951  0.3075191 ]
question 1773	0	1	0	[0.18511212 0.21939945 0.2042212  0.20053045 0.19073679]
question 1774	2	4	0	[0.02484861 0.01385685 0.06732649 0.2926399  0.6013282 ]
question 1775	4	3	0	[0.18787174 0.19013993 0.21008351 0.22246821 0.18943658]
question 1776	1	1	1	[8.9600228e-04 9.9657178e-01 6.6141866e-04 1.1219074e-03 7.4887177e-04]
question 1777	2	0	0	[0.36519462 0.11964943 0.23090477 0.17478012 0.10947103]
question 1778	2	2	1	[0.01695584 0.04417342 0.911251   0.01328584 0.01433386]
question 1779	1	1	1	[0.01038719 0.9097114  0.06080509 0.01355978 0.00553663]
question 1780	0	0	1	[0.5983342  0.10624216 0.04718106 0.03171621 0.21652643]
question 1781	1	1	1	[0.06542492 0.7604207  0.09405023 0.01037788 0.0697264 ]
question 1782	3	4	0	[0.07531381 0.05880897 0.04668436 0.23965974 0.5795331 ]
question 1783	1	1	1	[0.00577335 0.8465068  0.11295508 0.01067704 0.02408777]
question 1784	1	1	1	[0.162076   0.49028996 0.00552311 0.29291275 0.04919819]
question 1785	0	0	1	[9.9844629e-01 2.4622623e-04 5.1504705e-04 5.6421116e-04 2.2833789e-04]
question 1786	3	0	0	[0.22210577 0.2013076  0.19936657 0.19571969 0.1815004 ]
question 1787	3	3	1	[0.01843288 0.00665223 0.01251739 0.9579524  0.00444513]
question 1788	1	1	1	[0.02955742 0.46169528 0.02598142 0.39666936 0.08609655]
question 1789	0	0	1	[0.9128268  0.00732683 0.02988481 0.00456123 0.04540039]
question 1790	2	2	1	[0.03524927 0.01756096 0.81273717 0.0161195  0.11833313]
question 1791	1	2	0	[0.03962053 0.15608239 0.5899085  0.09694823 0.11744031]
question 1792	1	1	1	[0.09387866 0.6307429  0.00774034 0.09798989 0.16964826]
question 1793	4	0	0	[0.36871514 0.24314459 0.22415762 0.14106056 0.02292206]
question 1794	4	4	1	[0.02139472 0.00365605 0.00436679 0.00446386 0.96611863]
question 1795	3	3	1	[0.05555359 0.00819818 0.04402301 0.8895068  0.00271838]
question 1796	1	1	1	[4.5891607e-05 9.9985409e-01 2.9327161e-05 5.0921353e-05 1.9750274e-05]
question 1797	0	0	1	[9.9640650e-01 1.5335543e-03 5.1199511e-04 7.7676325e-04 7.7120401e-04]
question 1798	1	1	1	[0.03102771 0.84463435 0.05624506 0.04781803 0.02027478]
question 1799	0	0	1	[9.9377513e-01 2.1838627e-03 2.8778838e-03 1.0543077e-03 1.0877677e-04]
question 1800	3	3	1	[0.0063341  0.00529189 0.00669917 0.96798575 0.01368901]
question 1801	1	1	1	[0.21910468 0.73146313 0.00338834 0.00213055 0.04391333]
question 1802	2	2	1	[0.2435616  0.24480863 0.29082933 0.12327819 0.0975222 ]
question 1803	0	0	1	[0.65342164 0.06160481 0.10359903 0.101202   0.08017258]
question 1804	2	2	1	[0.11495842 0.1376523  0.48993877 0.12766686 0.12978372]
question 1805	3	3	1	[0.20348148 0.18257463 0.17073348 0.2914054  0.15180507]
question 1806	4	4	1	[0.00823895 0.0300513  0.00517219 0.03350261 0.92303497]
question 1807	0	0	1	[0.56038463 0.33282733 0.06139806 0.03589538 0.00949462]
question 1808	1	1	1	[0.10537954 0.25589514 0.21034019 0.21461727 0.21376783]
question 1809	4	4	1	[0.05520387 0.05560378 0.0372174  0.06500703 0.7869679 ]
question 1810	1	4	0	[0.16353118 0.12667446 0.01155787 0.24369104 0.4545455 ]
question 1811	3	2	0	[0.06387194 0.07033361 0.4661825  0.10104107 0.29857093]
question 1812	2	2	1	[0.13609338 0.13636729 0.5178098  0.10305334 0.10667621]
question 1813	2	2	1	[0.17251413 0.16173692 0.39581105 0.1532724  0.11666548]
question 1814	0	2	0	[0.10140745 0.2309366  0.2625893  0.2457409  0.15932575]
question 1815	3	3	1	[0.17174198 0.14404045 0.1257182  0.33584562 0.22265375]
question 1816	2	2	1	[0.05174162 0.00594294 0.92760813 0.00432424 0.01038313]
question 1817	4	3	0	[0.06529601 0.03695812 0.03399704 0.49497077 0.36877808]
question 1818	0	0	1	[7.2803110e-01 3.1384334e-04 1.5405026e-04 4.1094801e-04 2.7109006e-01]
question 1819	1	1	1	[0.01029573 0.8390871  0.08881985 0.00677607 0.05502122]
question 1820	2	2	1	[2.1061131e-03 1.3533233e-03 9.9395990e-01 9.7211602e-04 1.6086210e-03]
question 1821	1	1	1	[0.11507935 0.5142943  0.15349439 0.10720656 0.10992548]
question 1822	0	0	1	[0.74841005 0.06057643 0.0999044  0.07075214 0.02035689]
question 1823	4	4	1	[0.05546843 0.3613323  0.01174117 0.00628384 0.5651743 ]
question 1824	4	4	1	[0.00632389 0.00813238 0.00526548 0.00465357 0.9756246 ]
question 1825	0	0	1	[0.9727571  0.01115546 0.00928999 0.00418576 0.00261155]
question 1826	4	4	1	[9.6117795e-02 7.1788533e-04 8.1163645e-04 1.2029583e-01 7.8205687e-01]
question 1827	1	3	0	[0.07652529 0.05259995 0.18625547 0.6488881  0.03573121]
question 1828	2	2	1	[0.02870017 0.18675318 0.4149111  0.16193236 0.2077031 ]
question 1829	2	2	1	[0.1254886  0.1519997  0.52021414 0.09820601 0.10409155]
question 1830	3	3	1	[0.03090084 0.05202461 0.02137297 0.80835795 0.08734363]
question 1831	2	2	1	[0.02428102 0.08648066 0.7708061  0.07426529 0.04416687]
question 1832	1	1	1	[0.0165832  0.957832   0.01436425 0.00618634 0.00503429]
question 1833	0	0	1	[0.22482704 0.21032864 0.21348238 0.16364715 0.18771477]
question 1834	0	2	0	[0.1585364  0.05602135 0.50948733 0.17781436 0.0981406 ]
question 1835	0	0	1	[8.80366087e-01 1.31809746e-03 1.17329255e-01 4.91655199e-04 4.94815933e-04]
question 1836	0	0	1	[7.7572185e-01 2.2365175e-01 4.0242955e-04 6.5210595e-05 1.5880085e-04]
question 1837	4	4	1	[0.0013149  0.33072102 0.33229625 0.00248224 0.33318555]
question 1838	0	4	0	[0.14382216 0.16138916 0.12195016 0.26499137 0.30784717]
question 1839	1	1	1	[0.0317842  0.8314178  0.02982039 0.03162169 0.07535599]
question 1840	0	0	1	[9.9505770e-01 4.7073043e-03 5.1083898e-05 1.7954835e-04 4.2592392e-06]
question 1841	4	4	1	[0.07640214 0.05205583 0.03557123 0.3795065  0.45646426]
question 1842	0	0	1	[0.8164692  0.00330817 0.16716057 0.0079966  0.00506548]
question 1843	1	1	1	[0.16705248 0.58580095 0.0901681  0.08514808 0.07183036]
question 1844	2	2	1	[0.03630714 0.01066158 0.80067    0.04266217 0.10969898]
question 1845	4	4	1	[0.37042543 0.0482251  0.00843564 0.00506869 0.56784517]
question 1846	3	1	0	[0.02321579 0.44290915 0.11235299 0.34357435 0.07794776]
question 1847	0	0	1	[0.49535996 0.12306237 0.3551076  0.00522075 0.02124932]
question 1848	4	1	0	[0.00803049 0.5000923  0.08682887 0.11382411 0.29122424]
question 1849	1	4	0	[0.23853381 0.18577652 0.027269   0.18306449 0.36535612]
question 1850	3	1	0	[0.15054473 0.23277615 0.18178225 0.21219842 0.22269846]
question 1851	4	4	1	[0.07939553 0.23267011 0.20765378 0.02624326 0.4540373 ]
question 1852	2	2	1	[0.184957   0.15342952 0.402952   0.20319887 0.05546264]
question 1853	2	2	1	[0.02104916 0.00239874 0.9728842  0.00147721 0.00219076]
question 1854	0	0	1	[0.96118253 0.01315413 0.00850421 0.00738207 0.00977721]
question 1855	1	4	0	[0.00580382 0.44788125 0.02347285 0.0721212  0.45072085]
question 1856	2	2	1	[0.12562315 0.02761116 0.7892091  0.03682673 0.02072981]
question 1857	0	0	1	[0.6985277  0.05919031 0.0349271  0.14847954 0.05887533]
question 1858	3	3	1	[0.00250374 0.00567997 0.11359651 0.74062485 0.13759497]
question 1859	1	1	1	[0.24133427 0.49111181 0.12963596 0.13269064 0.00522736]
question 1860	1	1	1	[0.10748534 0.82319003 0.00722925 0.00533916 0.05675614]
question 1861	0	0	1	[0.5371613  0.11643946 0.07665081 0.16008851 0.10965993]
question 1862	2	2	1	[0.02086496 0.08999051 0.61853683 0.04097534 0.2296323 ]
question 1863	3	3	1	[0.00260896 0.00300846 0.0138644  0.97770303 0.00281515]
question 1864	4	4	1	[2.7289057e-02 8.4931418e-02 6.0657129e-02 3.5874927e-04 8.2676369e-01]
question 1865	2	2	1	[7.0174818e-04 9.5571503e-02 8.2430232e-01 2.7899658e-03 7.6634556e-02]
question 1866	1	0	0	[0.36722612 0.33007985 0.0912169  0.10009988 0.11137731]
question 1867	4	4	1	[0.03783312 0.03531328 0.03188206 0.03460244 0.8603691 ]
question 1868	1	1	1	[0.00847353 0.93605953 0.0330001  0.00731942 0.01514733]
question 1869	3	1	0	[0.09316579 0.4070601  0.09567112 0.26790586 0.1361971 ]
question 1870	3	2	0	[0.19638814 0.15050505 0.2202875  0.21553332 0.21728595]
question 1871	3	3	1	[0.03435568 0.03014057 0.032147   0.7846629  0.11869381]
question 1872	1	1	1	[0.06711788 0.6337936  0.11450945 0.11058767 0.07399139]
question 1873	3	3	1	[0.17762198 0.16716519 0.15783212 0.35231006 0.1450707 ]
question 1874	3	3	1	[0.13985045 0.1708639  0.23703364 0.27089784 0.1813541 ]
question 1875	3	3	1	[0.08755876 0.04603454 0.06312811 0.7307354  0.07254316]
question 1876	0	0	1	[0.8700879  0.02801771 0.036651   0.01842009 0.04682329]
question 1877	3	3	1	[0.09780701 0.1101651  0.28391132 0.37826025 0.12985633]
question 1878	4	4	1	[0.13306487 0.1527617  0.10906626 0.10585307 0.49925402]
question 1879	0	2	0	[0.17368892 0.24536626 0.26263842 0.19709471 0.12121168]
question 1880	4	4	1	[0.15774524 0.1334695  0.15217428 0.1569847  0.3996262 ]
question 1881	3	3	1	[0.03124842 0.14291303 0.02185627 0.77435744 0.02962486]
question 1882	4	1	0	[0.08232351 0.6296755  0.03907472 0.09531125 0.15361498]
question 1883	3	3	1	[0.01975024 0.01852829 0.0156049  0.9326906  0.01342597]
question 1884	4	2	0	[7.9018262e-04 6.2283961e-04 9.7385311e-01 1.0134397e-02 1.4599433e-02]
question 1885	3	3	1	[0.10952331 0.10108507 0.10404399 0.61448467 0.07086293]
question 1886	2	2	1	[0.24523234 0.12842728 0.302556   0.04920947 0.2745749 ]
question 1887	2	2	1	[0.10674569 0.14136638 0.3647758  0.18951456 0.19759758]
question 1888	4	4	1	[0.02211224 0.07940617 0.06943064 0.02807334 0.8009776 ]
question 1889	4	4	1	[0.00638639 0.0011821  0.23262623 0.14366515 0.6161401 ]
question 1890	2	2	1	[0.01730245 0.06376056 0.88924885 0.0144269  0.01526129]
question 1891	1	1	1	[0.08283513 0.58564633 0.01454377 0.04133374 0.27564108]
question 1892	0	0	1	[0.77654624 0.01677367 0.15568033 0.01952935 0.0314704 ]
question 1893	2	3	0	[0.28401858 0.02061733 0.05451399 0.613929   0.02692113]
question 1894	0	0	1	[9.9336290e-01 3.1076358e-03 1.0855598e-03 1.6146320e-03 8.2926132e-04]
question 1895	0	4	0	[0.13380834 0.22804847 0.06477974 0.26320437 0.31015915]
question 1896	2	2	1	[0.21420132 0.02592356 0.5251707  0.02654914 0.20815538]
question 1897	4	4	1	[0.00899062 0.01771176 0.04365353 0.02563969 0.90400434]
question 1898	4	1	0	[0.16092177 0.4121957  0.10830689 0.2369395  0.08163612]
question 1899	4	4	1	[0.00443918 0.00587203 0.02106602 0.36260986 0.6060128 ]
question 1900	0	0	1	[0.7487463  0.04573349 0.04113534 0.07695579 0.08742916]
question 1901	2	2	1	[0.01819647 0.03399638 0.8896184  0.03950911 0.01867953]
question 1902	2	2	1	[0.01609793 0.041603   0.82124573 0.07237463 0.04867869]
question 1903	3	3	1	[0.00833222 0.02374652 0.01021619 0.946679   0.01102607]
question 1904	4	4	1	[6.0575077e-04 2.3856461e-04 6.1001169e-04 4.2205388e-03 9.9432510e-01]
